customer_id,segment_id,segment_name,assignment_confidence,distance_to_center,snapshot_date,age,region,relationship_months,avg_monthly_inflow_6m,salary_inflow_ratio,inflow_cv_6m,avg_balance_6m,min_balance_6m,avg_monthly_spend_6m,monthly_txn_count_6m,digital_txn_ratio,cash_withdrawal_ratio,essential_spend_ratio,discretionary_spend_ratio,travel_spend_ratio,education_spend_ratio,business_merchant_ratio,investment_contribution_ratio,loan_balance,credit_card_utilisation,days_since_last_txn,monthly_app_logins_3m,products_held,overdraft_events_6m,late_payment_events_12m
C00110,5,Low Digital Engagement and Cash-Oriented,0.6029391725260019,1.9843822824365924,2026-06-30,57,Auckland,118,4362,0.338,0.396,5576,1873,2679,17,0.323,0.355,0.508,0.209,0.028,0.012,0.074,0.077,33557,0.109,15,6,2,0,0
C00111,2,Emerging Digital Everyday,0.6817085666127,1.2206426723699755,2026-06-30,25,Waikato,20,2913,0.643,0.221,2533,883,2182,80,0.83,0.044,0.338,0.354,0.049,0.053,0.0,0.043,4678,0.308,4,22,1,0,0
C00112,4,High Spend and Frequent Overdraft,0.5045143500980948,2.1838490990828765,2026-06-30,39,Auckland,68,5208,0.734,0.239,8635,1611,4016,116,0.871,0.0,0.348,0.553,0.152,0.028,0.056,0.0,59132,0.818,2,29,5,2,1
C00113,6,Stable Salary Builders,0.5017928673335249,2.0250661243416532,2026-06-30,37,Waikato,83,8259,0.718,0.022,15257,8860,3900,65,0.808,0.096,0.548,0.225,0.042,0.044,0.041,0.1,90053,0.098,6,25,4,0,0
C00114,6,Stable Salary Builders,0.6140739485739848,1.432060776744649,2026-06-30,40,Other,73,7873,0.798,0.138,11343,3659,4878,70,0.847,0.103,0.466,0.292,0.02,0.07,0.031,0.062,100445,0.284,2,20,4,0,0
C00115,2,Emerging Digital Everyday,0.5593843499588785,1.8506805810082871,2026-06-30,28,Other,43,3015,0.748,0.286,2500,620,2447,43,0.928,0.011,0.459,0.38,0.033,0.08,0.054,0.047,10183,0.491,4,30,2,1,0
C00116,5,Low Digital Engagement and Cash-Oriented,0.5707904763377544,2.199294517888175,2026-06-30,56,Bay of Plenty,111,3032,0.497,0.345,9154,3839,1830,17,0.415,0.415,0.506,0.138,0.024,0.011,0.076,0.124,37790,0.0,37,3,3,1,0
C00117,5,Low Digital Engagement and Cash-Oriented,0.5438198830933074,2.389144000516869,2026-06-30,57,Wellington,171,4234,0.29,0.269,10535,3922,2371,18,0.267,0.318,0.448,0.237,0.038,0.048,0.043,0.05,55918,0.216,18,0,4,0,0
C00118,4,High Spend and Frequent Overdraft,0.6384139985018559,1.4324773429838826,2026-06-30,30,Waikato,97,8957,0.695,0.266,10339,3037,8832,101,1.0,0.062,0.354,0.558,0.123,0.012,0.05,0.053,47168,0.64,1,28,3,3,1
C00119,5,Low Digital Engagement and Cash-Oriented,0.6921157832939924,1.4433691492826972,2026-06-30,58,Auckland,148,3848,0.417,0.388,11590,4370,2335,25,0.272,0.448,0.457,0.179,0.033,0.0,0.145,0.075,52062,0.195,30,4,2,0,0
C00120,1,Affluent Investors,0.6747990823458434,1.2413464150330307,2026-06-30,60,Bay of Plenty,169,22198,0.621,0.196,105800,73054,4791,51,0.753,0.133,0.43,0.258,0.141,0.039,0.112,0.279,0,0.227,5,13,5,0,0
C00121,4,High Spend and Frequent Overdraft,0.5240207652831481,2.0627597352854607,2026-06-30,30,Other,71,9657,0.748,0.22,10904,656,8702,97,0.795,0.019,0.425,0.561,0.143,0.025,0.047,0.0,38430,0.588,2,21,4,6,0
C00122,5,Low Digital Engagement and Cash-Oriented,0.5417792593841056,2.4038892172051782,2026-06-30,55,Wellington,121,5591,0.425,0.27,10648,6108,2519,16,0.351,0.422,0.535,0.146,0.032,0.026,0.079,0.056,44678,0.237,21,0,1,1,0
C00123,2,Emerging Digital Everyday,0.571321259861844,1.7834131597484577,2026-06-30,30,Waikato,43,3458,0.634,0.277,4975,1416,2849,71,0.842,0.0,0.436,0.461,0.041,0.065,0.086,0.058,3386,0.336,6,20,1,0,0
C00124,5,Low Digital Engagement and Cash-Oriented,0.526242025706874,2.518014440571087,2026-06-30,45,Wellington,52,4129,0.401,0.322,14633,7589,1773,43,0.283,0.273,0.49,0.223,0.045,0.038,0.085,0.065,22330,0.068,15,0,1,0,0
C00125,5,Low Digital Engagement and Cash-Oriented,0.4650563069075503,3.0028063078528753,2026-06-30,57,Wellington,144,4484,0.373,0.264,14572,6029,2528,40,0.209,0.341,0.48,0.189,0.016,0.015,0.082,0.062,47740,0.123,22,19,3,1,0
C00126,2,Emerging Digital Everyday,0.6025571929906545,1.6138310006663892,2026-06-30,20,Bay of Plenty,1,4235,0.745,0.279,4082,1278,3318,89,0.8,0.063,0.445,0.422,0.01,0.123,0.081,0.01,0,0.225,3,23,2,0,0
C00127,6,Stable Salary Builders,0.5251463872698914,1.8914759032295856,2026-06-30,43,Other,67,5413,0.88,0.045,13442,8983,3142,63,1.0,0.114,0.507,0.18,0.053,0.088,0.034,0.088,132210,0.14,2,14,5,0,0
C00128,2,Emerging Digital Everyday,0.5565688646291784,1.866755710412311,2026-06-30,20,Canterbury,30,5604,0.676,0.218,2433,628,4345,73,0.978,0.055,0.424,0.361,0.0,0.113,0.037,0.0,0,0.227,4,26,2,0,0
C00129,4,High Spend and Frequent Overdraft,0.4834678152368052,2.3198659717382752,2026-06-30,37,Bay of Plenty,32,13886,0.642,0.242,8810,1929,14846,108,0.877,0.046,0.358,0.511,0.086,0.011,0.053,0.014,120118,0.594,2,24,5,5,0
C00130,5,Low Digital Engagement and Cash-Oriented,0.5473560001301205,2.3637231191951553,2026-06-30,53,Canterbury,152,3573,0.39,0.338,9959,4340,1788,18,0.165,0.427,0.449,0.235,0.006,0.038,0.107,0.07,18803,0.0,15,10,2,1,0
C00131,1,Affluent Investors,0.5992429462444121,1.6161040234290454,2026-06-30,45,Auckland,153,18319,0.662,0.179,101012,76158,8375,56,0.763,0.135,0.464,0.233,0.146,0.024,0.112,0.301,381379,0.233,4,12,5,0,0
C00132,6,Stable Salary Builders,0.5803370919612769,1.5980036230944115,2026-06-30,40,Auckland,99,6470,0.897,0.167,23660,13737,3330,82,0.74,0.029,0.49,0.3,0.075,0.049,0.059,0.045,62702,0.239,7,17,4,0,0
C00133,3,High Spend Credit Active,0.5579731787137493,1.8424377783736523,2026-06-30,45,Wellington,87,6787,0.729,0.199,9509,1589,4739,92,0.7,0.042,0.437,0.374,0.141,0.017,0.07,0.085,158588,0.544,2,25,5,0,0
C00134,6,Stable Salary Builders,0.5324422250927286,1.850957017959289,2026-06-30,36,Bay of Plenty,107,5473,0.883,0.087,38213,16748,2374,53,0.883,0.02,0.508,0.208,0.013,0.049,0.1,0.073,96550,0.219,5,22,4,0,0
C00135,5,Low Digital Engagement and Cash-Oriented,0.4749909165148713,2.9199024930998414,2026-06-30,49,Waikato,121,3697,0.255,0.207,14742,4326,2177,44,0.408,0.396,0.542,0.206,0.067,0.003,0.104,0.032,18907,0.086,20,0,1,0,0
C00136,3,High Spend Credit Active,0.45517858972102115,2.4854452705267005,2026-06-30,33,Canterbury,55,6812,0.378,0.2,9057,842,5005,84,0.72,0.097,0.431,0.446,0.096,0.035,0.065,0.0,140997,0.463,2,25,5,0,0
C00137,2,Emerging Digital Everyday,0.42470629914580793,2.728169436278317,2026-06-30,21,Waikato,1,4230,0.73,0.281,7784,2802,3201,66,1.0,0.049,0.473,0.386,0.049,0.101,0.017,0.088,5732,0.375,6,17,1,2,0
C00138,3,High Spend Credit Active,0.5536551224554548,1.8669709810703239,2026-06-30,44,Wellington,91,10986,0.529,0.171,9341,2412,8941,92,0.907,0.114,0.426,0.489,0.128,0.062,0.088,0.021,154549,0.709,2,19,5,0,0
C00139,1,Affluent Investors,0.6792533858712941,1.2205829209139305,2026-06-30,39,Waikato,127,16230,0.683,0.207,88410,50685,6582,44,0.717,0.082,0.451,0.313,0.138,0.01,0.167,0.234,126515,0.172,5,21,6,0,0
C00140,5,Low Digital Engagement and Cash-Oriented,0.5671755918235751,2.2242131263731943,2026-06-30,53,Waikato,138,3563,0.486,0.37,6906,3012,2072,22,0.315,0.362,0.542,0.134,0.007,0.053,0.06,0.11,0,0.232,55,7,1,0,0
C00141,5,Low Digital Engagement and Cash-Oriented,0.5898177156576607,2.0706811020165157,2026-06-30,66,Canterbury,116,6195,0.399,0.239,15221,6604,3575,24,0.264,0.406,0.593,0.101,0.033,0.02,0.07,0.049,13898,0.0,19,1,2,0,0
C00142,1,Affluent Investors,0.4346616107666615,2.6294643434706124,2026-06-30,54,Canterbury,168,11836,0.698,0.284,64385,29947,4123,67,0.76,0.105,0.438,0.334,0.128,0.019,0.11,0.224,295194,0.128,4,26,8,0,0
C00143,5,Low Digital Engagement and Cash-Oriented,0.6093921689483769,1.9426279635150472,2026-06-30,63,Other,140,3211,0.343,0.34,18496,7810,2335,23,0.328,0.363,0.461,0.149,0.0,0.0,0.118,0.058,55012,0.175,25,0,2,0,0
C00144,1,Affluent Investors,0.6117752664425784,1.5507833173949641,2026-06-30,49,Bay of Plenty,148,15037,0.628,0.156,126659,79661,3623,50,0.728,0.109,0.54,0.305,0.096,0.055,0.119,0.286,398183,0.181,5,20,5,0,1
C00145,5,Low Digital Engagement and Cash-Oriented,0.4840410463519079,2.8458752064725306,2026-06-30,56,Other,133,4883,0.452,0.191,15223,7920,3110,45,0.271,0.453,0.554,0.162,0.027,0.026,0.09,0.083,20143,0.109,24,0,1,0,0
C00146,6,Stable Salary Builders,0.47752250649802586,2.170657212539532,2026-06-30,47,Bay of Plenty,117,5559,0.87,0.118,16830,8670,2696,89,0.816,0.094,0.587,0.238,0.012,0.039,0.047,0.11,38796,0.404,2,20,4,1,0
C00147,1,Affluent Investors,0.5604292020475025,1.8274369255399754,2026-06-30,68,Wellington,149,16861,0.459,0.209,51856,34261,4590,33,0.72,0.06,0.397,0.264,0.146,0.053,0.151,0.286,125395,0.0,4,12,7,0,0
C00148,6,Stable Salary Builders,0.46094223184027333,2.2744366106766156,2026-06-30,34,Other,97,6821,0.802,0.19,16856,7309,5388,46,0.753,0.016,0.513,0.254,0.018,0.107,0.017,0.091,253641,0.227,4,17,4,1,0
C00149,2,Emerging Digital Everyday,0.5987108530458364,1.6342321906121116,2026-06-30,21,Other,35,3649,0.657,0.178,2155,880,2400,83,0.901,0.019,0.448,0.385,0.035,0.109,0.046,0.052,29750,0.29,3,25,3,1,0
C00150,3,High Spend Credit Active,0.5192669062010987,2.0694656652694383,2026-06-30,34,Bay of Plenty,76,10570,0.716,0.234,15443,6100,8916,94,0.893,0.042,0.393,0.467,0.123,0.036,0.104,0.064,34435,0.506,3,25,6,0,0
C00151,6,Stable Salary Builders,0.633361534290798,1.3412397135743526,2026-06-30,37,Auckland,94,6118,1.0,0.126,18377,7710,3355,74,0.856,0.052,0.436,0.349,0.045,0.093,0.059,0.047,55702,0.281,3,13,4,0,0
C00152,3,High Spend Credit Active,0.6410640285007366,1.4040680622929003,2026-06-30,38,Auckland,50,6223,0.734,0.193,9146,2796,5715,74,0.801,0.102,0.521,0.42,0.13,0.047,0.104,0.012,163322,0.522,1,23,4,0,0
C00153,1,Affluent Investors,0.44884483248828394,2.5281299107011366,2026-06-30,61,Auckland,163,29282,0.462,0.077,143077,114430,10503,40,0.744,0.055,0.504,0.258,0.087,0.047,0.146,0.318,187654,0.197,4,16,5,0,0
C00154,6,Stable Salary Builders,0.6613832462368225,1.2141031374971323,2026-06-30,41,Wellington,131,6837,0.889,0.088,11824,6071,2779,58,0.75,0.148,0.491,0.271,0.05,0.105,0.077,0.081,0,0.283,2,20,3,0,0
C00155,5,Low Digital Engagement and Cash-Oriented,0.659734647739853,1.631302441619947,2026-06-30,59,Other,143,4649,0.344,0.34,6171,2904,2697,16,0.289,0.34,0.613,0.13,0.047,0.015,0.059,0.086,63054,0.109,16,4,2,0,0
C00156,3,High Spend Credit Active,0.5530278955924055,1.8705505012269785,2026-06-30,39,Auckland,84,9864,0.495,0.219,10385,1868,7565,120,0.83,0.101,0.379,0.432,0.131,0.047,0.083,0.087,63151,0.567,1,24,3,0,0
C00157,6,Stable Salary Builders,0.6354626061935102,1.331513762676078,2026-06-30,39,Bay of Plenty,50,5665,0.893,0.188,15494,7032,3086,77,0.954,0.068,0.557,0.29,0.052,0.068,0.064,0.086,233946,0.317,5,21,4,0,0
C00158,5,Low Digital Engagement and Cash-Oriented,0.5472640132450874,2.364382323052904,2026-06-30,60,Other,125,2902,0.444,0.327,8190,3188,1953,55,0.295,0.419,0.511,0.193,0.024,0.021,0.102,0.016,13866,0.051,19,8,2,0,0
C00159,6,Stable Salary Builders,0.5320263240005395,1.8532518422713051,2026-06-30,37,Waikato,106,4173,0.954,0.128,21424,10269,2317,55,0.76,0.092,0.552,0.18,0.041,0.057,0.086,0.041,167590,0.338,2,14,5,0,0
C00160,6,Stable Salary Builders,0.5370241800401594,1.825793085045007,2026-06-30,33,Other,123,5039,0.845,0.137,4616,1826,2626,73,0.694,0.051,0.431,0.289,0.073,0.049,0.072,0.086,128833,0.294,3,18,5,0,0
C00161,6,Stable Salary Builders,0.5039453966866011,2.01249549660053,2026-06-30,40,Canterbury,102,5046,0.76,0.171,8134,3740,2836,53,0.725,0.0,0.477,0.217,0.055,0.039,0.037,0.082,299632,0.295,3,16,6,0,0
C00162,1,Affluent Investors,0.5726593684801666,1.7593066833120825,2026-06-30,52,Waikato,185,16347,0.524,0.195,95863,61288,7183,55,0.79,0.028,0.458,0.196,0.163,0.059,0.1,0.329,214857,0.059,6,14,5,0,0
C00163,2,Emerging Digital Everyday,0.6388774525515484,1.427366863842376,2026-06-30,25,Auckland,50,3976,0.754,0.198,3515,748,3407,59,1.0,0.125,0.508,0.362,0.046,0.083,0.059,0.0,4312,0.439,3,20,2,0,0
C00164,2,Emerging Digital Everyday,0.5743513925649059,1.7665612785111626,2026-06-30,24,Wellington,1,4340,0.538,0.221,3760,1170,2724,54,0.983,0.0,0.43,0.359,0.058,0.086,0.047,0.036,3998,0.201,2,27,2,0,0
C00165,6,Stable Salary Builders,0.5414295524682582,1.8018005730464024,2026-06-30,46,Auckland,79,5638,0.968,0.103,24356,8694,2309,54,0.824,0.088,0.535,0.222,0.0,0.08,0.08,0.097,325186,0.21,3,17,3,0,1
C00166,6,Stable Salary Builders,0.47529594370036216,2.18438238386771,2026-06-30,41,Waikato,84,4969,0.821,0.183,5403,2350,2080,68,0.94,0.0,0.497,0.279,0.085,0.046,0.059,0.081,153094,0.32,3,21,3,0,0
C00167,2,Emerging Digital Everyday,0.5076468921818758,2.15986308943837,2026-06-30,29,Bay of Plenty,1,2468,0.805,0.225,2711,769,2049,50,0.959,0.0,0.513,0.4,0.038,0.096,0.036,0.021,8827,0.497,6,33,4,0,0
C00168,6,Stable Salary Builders,0.5577417514679466,1.7146297375203452,2026-06-30,35,Waikato,73,6757,0.708,0.109,16740,8722,4207,66,0.813,0.123,0.454,0.219,0.055,0.081,0.086,0.087,154076,0.312,2,8,3,0,0
C00169,6,Stable Salary Builders,0.7044297893065589,1.0289278268361215,2026-06-30,41,Other,125,5498,0.876,0.137,16478,6941,2944,45,0.794,0.091,0.478,0.304,0.06,0.09,0.006,0.046,168351,0.29,2,18,4,0,0
C00170,6,Stable Salary Builders,0.5964468116994387,1.5175935251397246,2026-06-30,41,Canterbury,96,6331,0.854,0.197,18313,9658,3474,58,0.831,0.106,0.445,0.295,0.041,0.049,0.087,0.091,124232,0.061,4,13,4,0,0
C00171,4,High Spend and Frequent Overdraft,0.6435881572047745,1.4067112287356562,2026-06-30,34,Wellington,80,7474,0.641,0.256,11363,2695,7877,119,0.987,0.006,0.448,0.541,0.12,0.023,0.088,0.08,52565,0.729,1,37,4,2,0
C00172,2,Emerging Digital Everyday,0.5782657387656274,1.744923029805624,2026-06-30,31,Auckland,14,3285,0.599,0.179,2255,789,2096,72,0.94,0.14,0.451,0.32,0.037,0.056,0.068,0.0,17690,0.321,3,17,3,0,1
C00173,5,Low Digital Engagement and Cash-Oriented,0.6139284472121433,1.913539646551302,2026-06-30,64,Waikato,116,4616,0.219,0.309,6670,3296,2733,13,0.253,0.443,0.494,0.167,0.0,0.034,0.095,0.03,31159,0.143,20,4,2,0,0
C00174,2,Emerging Digital Everyday,0.5608118800636285,1.842560924094097,2026-06-30,22,Other,12,4422,0.809,0.283,6206,2179,3581,77,0.905,0.081,0.47,0.396,0.065,0.074,0.057,0.015,0,0.278,2,22,3,0,0
C00175,6,Stable Salary Builders,0.5813985820873652,1.5926370018257452,2026-06-30,31,Auckland,69,5965,0.809,0.157,13129,6563,3375,62,0.77,0.13,0.49,0.267,0.07,0.074,0.0,0.083,0,0.472,2,14,5,0,0
C00176,3,High Spend Credit Active,0.46168129456681206,2.4406510777934307,2026-06-30,40,Canterbury,68,7257,0.687,0.245,5530,111,6936,73,0.901,0.006,0.499,0.418,0.097,0.03,0.099,0.045,0,0.576,2,29,5,1,0
C00177,1,Affluent Investors,0.43709119670802904,2.6118731788012797,2026-06-30,53,Wellington,122,28402,0.546,0.21,104876,70351,15321,40,0.889,0.039,0.576,0.233,0.158,0.028,0.081,0.28,0,0.0,6,13,6,0,0
C00178,1,Affluent Investors,0.5604779593930922,1.8271623733142217,2026-06-30,45,Waikato,173,12251,0.515,0.19,135930,98609,3865,50,0.791,0.0,0.412,0.371,0.138,0.024,0.062,0.221,290647,0.265,8,6,6,0,0
C00179,2,Emerging Digital Everyday,0.5804599890905241,1.7328573355673857,2026-06-30,26,Other,50,3345,0.599,0.193,4804,1650,2505,49,0.848,0.091,0.432,0.39,0.003,0.096,0.055,0.032,3044,0.418,3,25,2,0,0
C00180,2,Emerging Digital Everyday,0.5715072819142645,1.7823760382607348,2026-06-30,26,Other,31,2401,0.857,0.201,5394,1168,1886,69,0.884,0.089,0.402,0.365,0.031,0.085,0.033,0.052,0,0.205,4,24,3,0,0
C00181,3,High Spend Credit Active,0.5356838899148639,1.9711733452118705,2026-06-30,34,Bay of Plenty,86,7109,0.703,0.187,15924,7037,5379,81,0.804,0.107,0.42,0.427,0.071,0.028,0.056,0.002,56821,0.393,1,28,4,0,0
C00182,3,High Spend Credit Active,0.5927640581892372,1.6514326713438905,2026-06-30,29,Other,63,9947,0.67,0.208,18566,4735,7546,95,0.917,0.1,0.476,0.476,0.104,0.026,0.122,0.071,233347,0.64,1,21,3,1,0
C00183,5,Low Digital Engagement and Cash-Oriented,0.564431076063344,2.243238285315958,2026-06-30,50,Bay of Plenty,98,3158,0.388,0.263,9432,4193,2160,20,0.321,0.352,0.543,0.22,0.038,0.034,0.094,0.0,38472,0.097,17,10,4,0,0
C00184,2,Emerging Digital Everyday,0.6405230295565357,1.4191716891731732,2026-06-30,27,Other,10,2802,0.776,0.276,2367,798,2391,69,0.997,0.04,0.483,0.311,0.053,0.106,0.064,0.077,8624,0.308,4,23,3,0,0
C00185,2,Emerging Digital Everyday,0.6147618245291381,1.549948619960493,2026-06-30,22,Canterbury,12,2273,0.728,0.242,2477,429,1815,64,0.957,0.039,0.403,0.373,0.027,0.051,0.048,0.054,6854,0.451,2,30,2,0,1
C00186,1,Affluent Investors,0.6392701990598867,1.4120425593957175,2026-06-30,48,Other,189,13728,0.591,0.224,202021,138251,4341,38,0.784,0.0,0.445,0.306,0.132,0.025,0.103,0.254,92587,0.314,4,18,6,0,0
C00187,1,Affluent Investors,0.5683216324928997,1.7833028214510316,2026-06-30,52,Auckland,196,14101,0.466,0.142,100964,57909,4577,53,0.72,0.097,0.404,0.366,0.141,0.059,0.116,0.328,168828,0.031,4,21,7,0,0
C00188,6,Stable Salary Builders,0.531542510452959,1.855923646580002,2026-06-30,41,Waikato,83,5206,0.923,0.123,13715,6612,3843,66,0.755,0.064,0.49,0.275,0.046,0.095,0.057,0.126,62417,0.293,4,23,5,1,0
C00189,6,Stable Salary Builders,0.43793631130145716,2.4247943028290866,2026-06-30,42,Bay of Plenty,93,7605,0.712,0.073,17345,8821,3747,29,0.779,0.127,0.495,0.301,0.043,0.05,0.032,0.13,55812,0.318,2,24,6,0,0
C00190,1,Affluent Investors,0.6027900244702953,1.5974784262920592,2026-06-30,43,Waikato,119,18656,0.59,0.187,166336,111997,8759,43,0.816,0.067,0.536,0.258,0.098,0.02,0.095,0.289,475365,0.19,7,22,7,0,0
C00191,3,High Spend Credit Active,0.4735188093700404,2.360704008915515,2026-06-30,28,Bay of Plenty,115,9573,0.65,0.166,14985,2911,7063,88,0.866,0.17,0.38,0.493,0.049,0.044,0.101,0.036,128952,0.609,2,24,6,1,0
C00192,6,Stable Salary Builders,0.5850390131761057,1.5743060545067207,2026-06-30,47,Auckland,113,7454,0.838,0.135,9115,4105,6271,63,0.719,0.109,0.502,0.241,0.03,0.058,0.027,0.063,0,0.215,3,17,4,0,0
C00193,2,Emerging Digital Everyday,0.5351513861621672,1.9917698028933917,2026-06-30,26,Other,32,4800,0.692,0.203,3296,1273,4196,87,0.851,0.009,0.411,0.326,0.055,0.096,0.037,0.0,0,0.476,5,26,2,1,0
C00194,6,Stable Salary Builders,0.4408560880197524,2.405279815744685,2026-06-30,41,Other,69,4004,0.588,0.157,12098,5288,2382,60,0.975,0.061,0.445,0.328,0.09,0.047,0.051,0.037,31111,0.209,3,16,4,0,0
C00195,6,Stable Salary Builders,0.5885127843113257,1.5569203457079375,2026-06-30,40,Auckland,104,5151,0.92,0.126,8833,3188,3297,65,0.876,0.144,0.535,0.256,0.005,0.08,0.04,0.075,160126,0.233,3,21,3,0,0
C00196,5,Low Digital Engagement and Cash-Oriented,0.5613952931563421,2.264390583415577,2026-06-30,47,Auckland,125,4180,0.402,0.351,20671,6747,2020,20,0.165,0.381,0.438,0.276,0.0,0.027,0.128,0.043,0,0.0,18,0,1,0,0
C00197,2,Emerging Digital Everyday,0.6146980719348306,1.5502790121489292,2026-06-30,25,Waikato,59,3317,0.816,0.215,3833,797,3113,52,0.984,0.052,0.44,0.309,0.044,0.093,0.03,0.088,3105,0.395,3,21,1,0,0
C00198,2,Emerging Digital Everyday,0.5156974429187634,2.1097375526962847,2026-06-30,29,Bay of Plenty,19,3969,0.854,0.134,2722,1195,2933,67,0.863,0.0,0.501,0.315,0.014,0.073,0.02,0.0,11267,0.455,3,19,3,0,0
C00199,6,Stable Salary Builders,0.5036105168173515,2.0144476416991757,2026-06-30,40,Wellington,109,3875,0.902,0.046,28728,9218,1891,66,0.738,0.104,0.549,0.236,0.054,0.115,0.0,0.094,466247,0.272,3,25,3,0,0
C00200,6,Stable Salary Builders,0.6604806891662617,1.218113468133559,2026-06-30,43,Waikato,41,7420,0.856,0.112,16962,8740,4835,49,0.856,0.067,0.506,0.234,0.051,0.05,0.053,0.107,53740,0.247,4,20,3,0,0
C00201,2,Emerging Digital Everyday,0.5465959072462224,1.9243582571619267,2026-06-30,23,Auckland,43,5174,0.824,0.189,3951,1190,4756,67,0.954,0.066,0.391,0.359,0.055,0.108,0.041,0.03,8420,0.404,4,29,3,0,0
C00202,4,High Spend and Frequent Overdraft,0.4964756106469595,2.2351190790370614,2026-06-30,33,Other,68,12567,0.648,0.216,7363,147,12848,95,0.997,0.159,0.356,0.545,0.123,0.041,0.115,0.063,97959,0.612,2,34,4,4,1
C00203,5,Low Digital Engagement and Cash-Oriented,0.575949201804715,2.164005650681331,2026-06-30,52,Other,127,3184,0.351,0.312,12980,4675,1743,26,0.233,0.402,0.562,0.175,0.017,0.019,0.089,0.03,0,0.154,19,10,2,1,0
C00204,2,Emerging Digital Everyday,0.5422971637469394,1.9495121281434225,2026-06-30,18,Bay of Plenty,1,2392,0.578,0.238,3663,806,1895,57,0.906,0.051,0.393,0.365,0.077,0.099,0.1,0.011,0,0.171,3,27,1,0,0
C00205,6,Stable Salary Builders,0.5030636750740928,2.0176381873330134,2026-06-30,40,Bay of Plenty,38,5016,0.873,0.02,22966,11109,2800,39,0.787,0.092,0.446,0.297,0.087,0.063,0.037,0.083,0,0.153,4,17,3,0,0
C00206,6,Stable Salary Builders,0.5238402227907905,1.8987893203219148,2026-06-30,37,Auckland,63,5538,0.813,0.244,10649,5750,3128,64,0.704,0.139,0.398,0.292,0.044,0.068,0.076,0.085,94100,0.36,3,23,4,0,1
C00207,2,Emerging Digital Everyday,0.565823820391718,1.8142162464226812,2026-06-30,18,Canterbury,6,2914,0.686,0.193,1793,728,1916,80,0.927,0.032,0.488,0.444,0.031,0.105,0.068,0.089,0,0.196,3,27,1,0,0
C00208,1,Affluent Investors,0.5299002818303638,2.004212304976476,2026-06-30,42,Canterbury,172,17047,0.562,0.097,272483,198812,5574,53,0.633,0.0,0.479,0.293,0.108,0.059,0.102,0.312,270107,0.322,3,13,7,0,0
C00209,1,Affluent Investors,0.5448479160467757,1.916421647976985,2026-06-30,62,Other,122,10838,0.432,0.147,177763,121222,4020,54,0.711,0.032,0.53,0.271,0.153,0.0,0.092,0.263,205347,0.0,5,16,5,0,0
C00210,2,Emerging Digital Everyday,0.6067202391496932,1.5918962213727321,2026-06-30,25,Waikato,24,2409,0.649,0.229,3527,1174,2377,66,0.97,0.045,0.449,0.41,0.053,0.097,0.017,0.046,0,0.404,3,16,2,1,0
C00211,4,High Spend and Frequent Overdraft,0.5615264380272613,1.8421032364629106,2026-06-30,40,Wellington,44,8777,0.593,0.171,10676,2659,9252,105,0.949,0.109,0.341,0.532,0.128,0.0,0.073,0.063,151388,0.872,2,20,5,4,0
C00212,5,Low Digital Engagement and Cash-Oriented,0.4954432919116904,2.7545544030850633,2026-06-30,54,Bay of Plenty,74,4357,0.419,0.449,10791,6176,2333,18,0.291,0.312,0.534,0.281,0.051,0.04,0.082,0.08,0,0.224,17,0,2,0,0
C00213,5,Low Digital Engagement and Cash-Oriented,0.6267968631803789,1.8321775308126185,2026-06-30,55,Other,145,4059,0.551,0.314,13674,6612,1835,13,0.323,0.368,0.568,0.129,0.037,0.015,0.122,0.035,64925,0.0,17,5,3,0,0
C00214,4,High Spend and Frequent Overdraft,0.5540984576156448,1.8846096585453465,2026-06-30,36,Other,8,7144,0.557,0.276,11107,1761,6128,113,0.849,0.058,0.386,0.485,0.151,0.009,0.054,0.012,0,0.757,1,30,4,1,0
C00215,6,Stable Salary Builders,0.6058540557639962,1.471636669402056,2026-06-30,39,Wellington,128,4427,1.0,0.103,13860,5600,2904,60,0.822,0.12,0.551,0.204,0.04,0.064,0.084,0.103,160553,0.296,3,18,3,0,0
C00216,5,Low Digital Engagement and Cash-Oriented,0.6313913948610852,1.8035321391909571,2026-06-30,53,Wellington,161,4524,0.434,0.349,6633,3225,2777,28,0.326,0.474,0.436,0.205,0.0,0.005,0.101,0.058,17010,0.119,15,5,3,0,0
C00217,2,Emerging Digital Everyday,0.46035868947567576,2.4713695450368283,2026-06-30,20,Waikato,8,2992,0.718,0.323,1502,559,2914,81,0.836,0.088,0.473,0.308,0.034,0.1,0.028,0.017,12765,0.007,3,12,3,0,0
